ticker,title,date,forward_return,ground_truth,raw_sentiment,prediction,reasoning,latency_s,correct,error
ADBE,"Weekly Preview: Earnings to Watch This Week (ADBE, FDX, NKE, SFIX)",2021-09-19,-0.02372,Bearish,bearish,Bearish,Weak consumer sentiment and ongoing selling pressure indicate potential challenges ahead.,3.579,True,
ZS,These 3 Stocks Are Absurdly Overvalued Right Now,2020-07-07,0.1192,Bullish,bearish,Bearish,High valuation with significant revenue growth drop from previous year indicates potential overvaluation risks.,3.583,False,
ENPH,Enphase and SolarEdge Stocks Down 75%: Time to Buy These Stocks Hand Over Fist,2023-10-29,-0.02454,Bearish,bearish,Bearish,Significant stock price decline over a short period indicates strong negative sentiment.,3.448,True,
ADBE,"Got $2,000? Here Are 3 Smart Stocks to Buy Now",2022-10-15,0.02157,Bullish,bullish,Bullish,Significant recent performance improvement despite past decline indicates potential for strong future gains.,3.466,True,
ZM,"ARKK, ZM, ROKU, COIN: ETF Outflow Alert",2023-09-27,0.03892,Bullish,bearish,Bearish,Significant week-over-week share decrease indicates investor concern.,3.452,False,
INTC,Intel (INTC) Outpaces Stock Market Gains: What You Should Know,2022-07-05,0.03952,Bullish,neutral,Neutral,Article discusses Intel's performance but lacks strong financial signals or direct impact.,3.388,False,
PEP,"PepsiCo, inc (PEP) Q3 2021 Earnings Call Transcript",2021-10-05,0.03508,Bullish,neutral,Neutral,<the article is primarily an earnings report with no direct financial signal>,3.565,False,
AMAT,Guru Fundamental Report for AMAT,2023-06-18,0.00289,Neutral,neutral,Neutral,The article discusses a fundamental analysis report for AMAT but does not provide direct financial impact or news.,3.198,True,
AEP,"If You Like Dividends, You Should Love These 3 Stocks",2022-06-08,-0.02258,Bearish,neutral,Neutral,Article discusses dividend stocks amidst recession concerns but lacks direct financial impact on AEP.,3.437,False,
CMCSA,"With Johnson & Johnson, Toshiba, and GE Splitting, Could Other Big Companies Follow Suit?",2021-12-11,0.00985,Neutral,neutral,Neutral,<the article discusses potential trends and speculations about conglomerate splits without providing a direct financial impact or clear signal for Johnson & Johnson's stock.,3.753,True,
CSX,Dividend Champion And Contender Highlights: Week Of August 25,2019-08-24,0.00554,Neutral,bullish,Bullish,Highlights of dividend performance indicate strong investor confidence and financial stability.,3.296,False,
ADI,Analog Devices (ADI) Stock Sinks As Market Gains: What You Should Know,2023-07-03,-0.04189,Bearish,bearish,Bearish,ADI stock sinks as market gains and revenue decline indicate negative financial impact.,3.373,True,
XEL,"Morgan Stanley Maintains Equal-Weight on Xcel Energy, Lowers Price Target to $60",2019-08-16,0.00971,Neutral,bearish,Bearish,Price target lowered indicates a negative outlook despite maintaining an equal-weight position.,3.306,False,
MAR,Notable earnings after Monday's close,2019-11-03,0.01859,Bullish,bullish,Bullish,Notable earnings indicate strong performance and positive investor sentiment.,3.554,True,
ALGN,"Ownership Capital B.V. Buys Masimo Corp, Boston Scientific Corp, Zoetis Inc, Sells First ...",2019-11-14,0.03099,Bullish,neutral,Neutral,Article discusses ownership changes without direct financial impact.,3.223,False,
QCOM,7 Growth Stocks to Buy With Explosive Upside Potential,2023-06-25,0.0078,Neutral,bullish,Bullish,Datadog's dominant position and impressive revenue growth indicate strong financial performance.,3.533,False,
DLTR,"Estimating The Intrinsic Value Of Dollar Tree, Inc. (NASDAQ:DLTR)",2021-04-14,0.02141,Bullish,neutral,Neutral,Article discusses valuation methods without direct financial impact on Dollar Tree's stock.,3.484,False,
TXN,"Three Times A Charm? Rate Cut Comes As No Surprise, But Pause May Be Ahead",2019-10-30,0.00212,Neutral,bearish,Bearish,Rate cut expected but potential pause ahead signals cautious investor sentiment.,3.247,False,
KHC,"Consumer Sector Update for 06/10/2019: EMMS,THO,KHC,TAP",2019-06-10,-0.00594,Neutral,neutral,Neutral,Article discusses various consumer stocks with mixed performance; no clear directional catalyst for KHC.,3.329,True,
GILD,"Mint Tower Capital Management B.V. Buys Alphabet Inc, Broadcom Inc, Amazon. ...",2020-02-14,-0.00311,Neutral,bullish,Bullish,Acquisition by a prominent hedge fund signals strong investor confidence and potential growth.,3.387,False,
SNPS,Synopsys gets new Street-high target,2019-07-02,0.01454,Bullish,bullish,Bullish,New high price targets indicate strong investor confidence and positive sentiment towards the company's future prospects.,3.219,True,
ADBE,What To Expect From Adobe Stock?,2022-09-06,0.04162,Bullish,neutral,Neutral,Article discusses past performance and future expectations without a clear directional financial signal.,3.368,False,
BKNG,"Noteworthy Wednesday Option Activity: EHTH, AMZN, BKNG",2020-04-08,0.03568,Bullish,neutral,Neutral,Article discusses options activity for multiple companies without direct financial impact on any single ticker.,3.342,False,
ADSK,Bigbear.Ai (BBAI) Extends Deal With U.S. Army for GFIM System,2023-12-12,0.05646,Bullish,bullish,Bullish,Expansion of partnership with U.S. Army for GFIM system indicates strong growth potential and alignment with high-security criteria.,3.821,True,
MNST,Validea's Top 5 Consumer Staples Stocks Based On Benjamin Graham - 4/30/2023,2023-04-30,0.02674,Bullish,neutral,Neutral,Article discusses Validea's top rated Consumer Staples stocks based on Benjamin Graham but does not provide direct financial impact or specific news about MNST.,3.566,False,
KHC,Kraft Heinz Becomes Oversold,2022-09-15,0.0,Neutral,bullish,Bullish,Kraft Heinz Co is considered oversold with an attractive dividend yield and strong fundamentals.,3.262,False,
ADI,"IWR, JDST: Big ETF Inflows",2019-07-01,-0.01591,Bearish,bullish,Bullish,Significant inflows into IWR ETFs indicate strong investor interest in mid-cap stocks.,3.37,False,
SIRI,7 of the Most Recession-Resistant Stocks to Buy Now,2020-03-16,-0.06496,Bearish,neutral,Neutral,Article discusses general economic conditions and suggests investing in resilient companies but does not provide direct financial impact on SIRI.,3.548,False,
FTNT,"3 Big Stock Charts for Friday: Regions Financial, Fortinet and U.S. Bancorp",2019-02-08,0.02604,Bullish,neutral,Neutral,Article discusses general market trends without a clear financial impact on FTNT.,3.343,False,
CRWD,Why CrowdStrike Stock Rallied 34% in November,2023-12-03,0.00855,Neutral,bullish,Bullish,Strong revenue growth and impressive earnings beat indicate strong financial performance.,3.349,False,
KHC,Best Stocks To Invest In Right Now? 3 Recession-Proof Stocks To Know,2022-09-17,-0.00491,Neutral,neutral,Neutral,Article discusses recession-proof stocks but does not provide a direct financial signal for any specific stock.,3.455,True,
ENPH,7 Alternative Energy Stocks to Watch in 2023,2023-05-17,-0.00831,Neutral,bullish,Bullish,Positive outlook on alternative energy stocks and significant government commitment to renewables indicate strong growth potential.,3.491,False,
TMUS,TMUS Quantitative Stock Analysis - Martin Zweig,2023-07-22,-0.00198,Neutral,neutral,Neutral,Article is primarily about a quantitative stock analysis report with no direct financial impact.,3.211,True,
GOOG,"Forget Cypress Semiconductor, Buy Alphabet Instead",2019-12-23,0.00857,Neutral,neutral,Neutral,Article discusses a potential acquisition with limited direct financial impact on Alphabet.,3.039,True,
AMD,7 Cheap Semiconductor Stocks to Buy Now,2022-05-17,-0.0566,Bearish,neutral,Neutral,Article discusses opportunities in the stock market but does not provide direct financial impact on AMD.,3.135,False,
COST,Australia's Brambles confirms talks with CVC Capital after $13.9 bln deal report,2022-05-15,-0.1317,Bearish,bullish,Bullish,Confirmation of talks with CVC Capital at A$20 billion indicates strong investor interest.,3.458,False,
ON,PREVIEW-Intel's foundry ambitions could be slowed by lack of deal targets,2021-07-22,0.02286,Bullish,bearish,Bearish,Intel's foundry ambitions may be hindered by lack of acquisition targets and expected drop in sales.,3.476,False,
CMCSA,Netflix Stops Giving Subscriber Estimates. Love It.,2022-10-29,-0.02615,Bearish,neutral,Neutral,Article discusses Netflix's subscriber estimates and other topics without a clear financial impact.,3.12,False,
ADP,What Awaits Automatic Data Processing (ADP) in Q2 Earnings?,2020-01-24,0.00615,Neutral,neutral,Neutral,Article is primarily about future expectations without a clear financial signal.,3.243,True,
FAST,"Beacon Roofing (BECN) Q3 Earnings & Sales Beat, Shares Rise",2022-11-04,0.00586,Neutral,bullish,Bullish,Strong earnings beat with significant year-over-year revenue growth indicates excellent financial performance.,3.676,False,
AMD,Microsoft's Next-Gen Xbox Is Sticking With AMD's Chips,2019-06-12,-0.05656,Bearish,bullish,Bullish,Microsoft's next-gen console using AMD chips signals strong growth potential.,3.299,False,
TMUS,T-Mobile down for thousands of users in U.S. - Downdetector,2023-02-13,0.00662,Neutral,bearish,Bearish,Significant network outages affecting thousands impact user experience negatively.,3.154,False,
MNST,"Will One Of These 6 Marijuana-Infused Beverage Stocks Become The Next ""Monster""?",2019-09-01,0.0196,Bullish,neutral,Neutral,Article discusses potential future opportunities for marijuana-infused beverage stocks without a clear financial impact.,3.263,False,
AMGN,Guru Fundamental Report for AMGN,2023-03-25,0.01804,Bullish,neutral,Neutral,The article discusses a fundamental analysis report for AMGN but does not provide direct financial impact or market-moving news.,3.552,False,
GILD,Merck to start studying lower dose of HIV drug after FDA hold,2022-09-20,-0.01254,Bearish,bearish,Bearish,FDA hold on trials indicates safety concerns which could negatively impact financial outlook.,3.487,True,
GILD,"Biotech Stock Roundup: EPZM Soars on IPSEY Offer, KZR Up on Study Data & More",2022-06-29,-0.00192,Neutral,bullish,Bullish,Acquisition news of Epizyme with a significant premium to its closing price indicates strong investor confidence.,3.736,False,
DDOG,"Nasdaq 100 Movers: MRNA, DOCU",2022-12-12,0.04533,Bullish,bearish,Bearish,DocuSign's significant loss year to date impacts investor sentiment negatively.,3.234,False,
ORLY,Validea's Top Five Consumer Cyclical Stocks Based On Warren Buffett - 3/29/2020,2020-03-29,-0.09724,Bearish,neutral,Neutral,Article discusses a rating model based on Warren Buffett's strategy but does not provide direct financial impact or news about O'Reilly Automotive Inc.,3.229,False,
EBAY,Is the Great Graphics Card Shortage Coming to an End?,2021-06-25,0.03814,Bullish,bullish,Bullish,Pullback in graphics card prices indicates easing of the shortage.,3.651,True,
DLTR,"Got $1,000? 3 Inflation-Resistant Real Estate Investments to Make",2022-01-23,-0.03443,Bearish,neutral,Neutral,Article discusses real estate investments but no direct financial impact on DLTR.,3.198,False,
BKNG,Oversold Conditions For Booking Holdings (BKNG),2019-05-31,0.05483,Bullish,bullish,Bullish,RSI reading below 30 indicates oversold conditions with potential for recovery.,3.225,True,
ENPH,Canadian Solar (CSIQ) to Post Q1 Earnings: What's in Store?,2022-05-18,0.07735,Bullish,bullish,Bullish,Positive revenue growth expectations with improved ASP for modules indicate strong financial performance.,3.403,True,
GILD,Guru Fundamental Report for GILD,2023-03-18,-0.02077,Bearish,neutral,Neutral,The article discusses a fundamental analysis report for GILD but does not provide direct financial impact or market-moving news.,3.517,False,
ENPH,"Friday Sector Leaders: Utilities, Technology & Communications",2021-11-19,-0.06439,Bearish,neutral,Neutral,Article provides sector leader information without direct financial impact on ENPH.,3.299,False,
WDAY,AppFolio (APPF) Q3 Earnings and Revenues Surpass Estimates,2022-10-27,0.00374,Neutral,bullish,Bullish,AppFolio's earnings and revenue surpass estimates with significant surprises.,3.443,False,
BIIB,Chinese Regulators Tentatively Approve Novel Alzheimer's Drug — The First Since 2003,2019-11-04,-0.0151,Bearish,bullish,Bullish,Approval of a novel Alzheimer’s drug after decades signals significant breakthrough and potential market impact.,3.353,False,
GOOG,BB Stock: 4 Things to Know as BlackBerry Shares Start Looking Juicy Today,2021-10-13,0.02737,Bullish,bullish,Bullish,Collaboration with major tech companies like Alphabet's Google indicates potential growth opportunities.,3.592,True,
SIRI,"After Hours Most Active for Feb 26, 2019 : GT, WAB, ZNGA, MO, S, SIRI, BMY, SYF, PDBC, ESV, CMCSA, ATVI",2019-02-26,0.00169,Neutral,neutral,Neutral,Article primarily discusses after hours trading activity without a clear financial impact.,3.519,True,
PEP,PepsiCo (PEP) Stock Moves -0.5%: What You Should Know,2022-06-08,-0.01937,Bearish,neutral,Neutral,Article discusses minor daily price movement and upcoming earnings release without a strong financial signal.,3.585,False,
BKNG,3 Reasons to Love This Resilient Stock,2021-10-10,-0.00198,Neutral,bullish,Bullish,Airbnb's significant stock jump post-IPO indicates strong investor confidence despite recent downturns.,3.355,False,
BKNG,China domestic searches for hotels surge after easing restrictions - KAYAK,2022-12-12,-0.03519,Bearish,bullish,Bullish,Significant increase in hotel searches indicates a strong recovery potential for travel-related stocks like BKNG.,3.298,False,
ADSK,Interesting ADSK Put And Call Options For September 2nd,2022-07-21,-0.01703,Bearish,neutral,Neutral,Article discusses options trading opportunities without direct financial impact on Autodesk Inc.,3.265,False,
BKR,Halliburton cuts Venezuela staff after U.S. sanctions halt operations,2020-12-30,-0.00896,Neutral,bearish,Bearish,U.S. sanctions causing workforce reduction indicates financial strain.,3.084,False,
EA,Analysts Estimate Electronic Arts (EA) to Report a Decline in Earnings: What to Look Out for,2019-01-29,0.05731,Bullish,bearish,Bearish,Expected decline in earnings and revenues indicates negative financial outlook.,3.395,False,
WBA,5 Dividend Growth Stocks With Upside To Analyst Targets,2022-05-20,0.02734,Bullish,neutral,Neutral,Article discusses dividend growth stocks with potential upside but no direct financial impact on the ticker.,3.483,False,
FAST,Validea Daily Guru Fundamental Report for FAST - 2/2/2023,2023-02-02,-0.03744,Bearish,neutral,Neutral,The article provides a fundamental analysis report but does not contain direct financial impact information.,3.469,False,
WBA,Here's Why This Dividend Stock Is a Buy,2022-11-26,0.01691,Bullish,bullish,Bullish,Impressive all-around performance and predictable need for healthcare services indicate strong financial health.,3.706,True,
AAPL,Guru Fundamental Report for AAPL - Warren Buffett,2023-03-14,0.02136,Bullish,bullish,Bullish,High rating based on fundamental analysis and strong interest in AAPL according to Warren Buffett's strategy.,3.312,True,
VRSK,"Solar Panels Are Cheap, Despite Trump Tariffs",2019-01-05,0.01272,Bullish,neutral,Neutral,Article discusses price trends without direct financial impact on VRSK.,3.088,False,
VRTX,Biotech Tops in November: Best ETFs & Stocks,2019-11-29,-0.0028,Neutral,bullish,Bullish,Biotech sector outperformance indicates strong growth potential and positive investor sentiment.,3.28,False,
MDLZ,Post Holdings: Risky But Hold For Now,2019-07-01,0.02011,Bullish,bearish,Bearish,Article suggests holding due to perceived risks despite potential upside.,3.353,False,
DXCM,"Benzinga's Top Upgrades, Downgrades For March 5, 2020",2020-03-05,-0.07126,Bearish,neutral,Neutral,Article is primarily about stock performance updates without a clear directional financial signal.,3.165,False,
GILD,Better Buy: Biogen vs. Gilead Sciences,2019-01-19,-0.01007,Bearish,neutral,Neutral,Article compares Biogen with Gilead Sciences but does not provide a clear financial impact on either company.,3.571,False,
PANW,"Want 60% to 115% Return in 2022? Try These Growth Stocks, Says Wall Street",2022-01-24,-0.05547,Bearish,bearish,Bearish,Article highlights significant decline and investor concerns affecting Affirm's stock negatively.,3.546,True,
ON,First Week of ON April 2022 Options Trading,2021-11-08,-0.03236,Bearish,neutral,Neutral,Article discusses options trading opportunities without a clear financial impact on ON Semiconductor Corp.,3.584,False,
ADBE,3 Tech Stocks With Favorable Growth Outlooks,2022-12-22,-0.00425,Neutral,neutral,Neutral,<the article discusses the performance trends in technology stocks and mentions Adobe's strong revenue projections but does not provide direct financial impact on ADBE specifically>,3.416,True,
MU,Best Stocks To Buy Now? 4 Semiconductor Stocks To Watch,2021-04-05,0.00224,Neutral,bullish,Bullish,Positive outlook for the semiconductor sector due to increased demand and supportive government policies.,3.369,False,
GOOG,Why Expedia Blamed Google for Its Earnings Debacle,2019-12-01,0.02374,Bullish,bearish,Bearish,Expedia missed estimates and lowered guidance due to higher marketing costs with Google.,3.434,False,
KHC,5 Stocks That the Smart Money Likes,2019-04-26,0.00544,Neutral,neutral,Neutral,Article discusses general investment strategies without direct financial impact on KHC.,3.545,True,
ENPH,"Energy Sector Update for 09/06/2023: ENPH, D, ENB, CMI, PCAR, PAA",2023-09-06,-0.02276,Bearish,bearish,Bearish,Morgan Stanley cuts price target on ENPH significantly; multiple energy stocks decline.,3.707,True,
AMD,Here's Why AMD's Stock Grew 70% In 2018,2019-08-10,-0.06753,Bearish,bullish,Bullish,Significant revenue growth primarily from the Computing & Graphics segment indicates strong financial performance.,3.615,False,
CSX,CSX Quantitative Stock Analysis,2023-11-11,0.01773,Bullish,neutral,Neutral,The article provides an analysis of CSX CORPORATION using a specific strategy but does not contain direct financial news or impact on the stock.,3.71,False,
ZM,Beaten-Down Cisco Is Worth a Look for Tech-Sector Value Hunters,2020-10-27,-0.09149,Bearish,bullish,Bullish,Cisco's depressed price presents value investing opportunities in the tech sector.,3.638,False,
DLTR,"Nordstrom (JWN) Beats After Close, Stock Sells Off",2022-11-22,-0.00683,Neutral,neutral,Neutral,The article discusses market activity and earnings reports but does not provide direct financial impact on Nordstrom (JWN) or any other specific company mentioned.,3.575,True,
DDOG,"3 Stocks That Crushed Earnings and Still Have at Least 30% Upside Potential, According to Wall Street",2022-03-07,0.09776,Bullish,bullish,Bullish,Strong earnings growth across fintech and commerce divisions indicate strong financial performance.,3.413,True,
XEL,iShares Russell Mid-Cap Value ETF Experiences Big Inflow,2020-04-07,0.11886,Bullish,bullish,Bullish,Significant weekly increase of $161.6 million in outstanding shares indicates strong investor interest and confidence.,3.709,True,
MU,US STOCKS-Nasdaq set to dip at open as chipmakers slip,2022-10-10,0.02666,Bullish,bearish,Bearish,Chipmakers' decline due to U.S.-China tensions impacts Nasdaq negatively.,3.296,False,
AMGN,Why Amgen's Spending Billions to Buy This 1 Drug; Plus Heart Disease Has a New Enemy,2019-09-06,-0.05228,Bearish,bullish,Bullish,Amgen's acquisition of Otezla for $13.4 billion indicates a strong strategic investment despite higher-than-expected costs.,3.348,False,
GOOG,"Tim Cook Says Apple Sign In Isn't ""Taking a Shot at Anybody,"" but It Definitely Is",2019-06-04,-0.00827,Neutral,bearish,Bearish,Apple's new sign-in feature directly competes with Facebook and Google’s services; Cook denies targeting competitors while Federighi displays their names.,3.806,False,
DLTR,Dollar Tree Gets It Right: Investors Get It Too,2019-04-07,0.00966,Neutral,bullish,Bullish,Positive investor sentiment and accurate market prediction indicate strong financial performance.,3.236,False,
DLTR,"Notable Wednesday Option Activity: DLTR, ILMN, INMD",2023-09-13,-0.00346,Neutral,neutral,Neutral,Article discusses option activity without direct financial impact on DLTR.,3.541,True,
MCHP,"Shares of several semiconductor companies are trading higher after Kudlow and Mnuchin invited U.S. tech companies to discuss the Huawei ban; Goldman Sachs upgraded companies in the sector, believing excess inventory will be depleted more quickly.",2019-07-22,0.06712,Bullish,bullish,Bullish,Positive market reaction and analyst upgrades indicate strong investor confidence.,3.276,True,
ASML,Affordable Growth Stocks Reside in These ETFs,2023-11-01,0.05613,Bullish,bullish,Bullish,Strong growth and attractive valuation for ASML make it an appealing investment.,3.386,True,
ROST,Will Workers Strike Affect Amazon's (AMZN) Holiday Prospects?,2022-12-19,0.00183,Neutral,bearish,Bearish,Workers' strikes during peak shopping hours are likely to disrupt Amazon's holiday sales and negatively impact investor sentiment.,3.656,False,
EBAY,7 Wide-Moat Stocks to Buy if You’re a Fan of Warren Buffett,2021-06-07,0.00779,Neutral,neutral,Neutral,Article discusses Warren Buffett's investment philosophy and introduces ETFs but lacks direct financial impact on EBAY.,3.586,True,
MSFT,3 Top Metaverse Stocks Ready for a Bull Run,2022-06-19,0.02018,Bullish,neutral,Neutral,Article discusses cultural trends but lacks direct financial impact on MSFT.,3.191,False,
DDOG,Why I Bought Shares of This Newly Public SaaS Company,2019-11-21,0.06945,Bullish,neutral,Neutral,Article is primarily about a personal investment story without direct financial impact.,3.085,False,
FAST,Disney+ And Bank Majors Step Out (Stocks To Watch Podcast),2019-04-07,-0.02102,Bearish,neutral,Neutral,Article mentions partnerships but lacks a clear directional signal for the ticker's financial impact.,3.272,False,
ENPH,Validea Guru Fundamental Report for ENPH - 2/20/2023,2023-02-20,0.01517,Bullish,bullish,Bullish,High rating from Validea's Quantitative Momentum Investor model indicates strong interest and confidence in ENPH.,3.277,True,
ASML,ASML HOLDING NV (ASML) Q4 2019 Earnings Call Transcript,2020-01-22,-0.00142,Neutral,neutral,Neutral,The article is primarily an earnings report with no direct financial impact.,3.055,True,
TMUS,Trump's Speech Lifted These Tech Stocks on Friday,2020-03-15,-0.02888,Bearish,bullish,Bullish,Significant gains in multiple tech stocks following Trump's speech indicating a positive market reaction.,3.426,False,
AAPL,Zoom's Growth Is Slowing but It's Not Done,2023-03-11,0.01675,Bullish,neutral,Neutral,Article discusses slowing revenue growth and layoffs but no direct financial impact on AAPL.,3.212,False,
ON,"Technology Sector Update for 03/08/2019: ON,UPLD,DCAR,AMAT",2019-03-08,0.01491,Bullish,neutral,Neutral,Article is primarily about Technology Sector Update with mixed performance across multiple tech stocks.,3.178,False,
MU,Semiconductor ETF Experiences Big Inflow,2019-12-20,0.00654,Neutral,bullish,Bullish,Significant increase of approximately $149 in shares outstanding indicates strong investor interest and confidence.,3.275,False,
JD,Shares of several Chinese companies are trading higher after Trump stated that the U.S. and China trade deal may be reached in four weeks.,2019-04-05,-0.01088,Bearish,bullish,Bullish,Positive market reaction to potential favorable US-China trade agreement.,2.987,False,
DXCM,DexCom shares are trading higher despite market weakness. Morgan Stanley analysts today maintained an Equal-Weight rating on the stock and raised the price target from $270 to $278.,2020-03-27,0.024,Bullish,bullish,Bullish,Price increase with a higher analyst recommendation signals positive investor sentiment.,3.37,True,
ZM,7 Old Tech Stocks Plotting a New Tech Comeback,2021-04-21,0.04375,Bullish,neutral,Neutral,<the article discusses older tech stocks with potential for innovation but does not provide a direct financial impact on any specific ticker mentioned.>,3.317,False,
INTC,2 Cheap Tech Stocks to Buy Right Now,2023-01-15,-0.03986,Bearish,bullish,Bullish,Kulicke and Soffa's strong cash position relative to its market cap indicates a solid financial foundation for future growth.,3.306,False,
VRTX,Better Buy: Vertex Pharmaceuticals vs. Alexion Pharmaceuticals,2019-08-11,-0.00172,Neutral,neutral,Neutral,Article compares two companies but does not provide a clear financial signal for either.,3.528,True,
IDXX,What's in Store for IDEXX Laboratories' (IDXX) Q3 Earnings?,2019-10-22,-0.00927,Neutral,bullish,Bullish,Positive anticipation of earnings suggests investor confidence.,3.067,False,
PDD,Why Pinduoduo Stock Popped Today,2020-07-02,-0.02151,Bearish,neutral,Neutral,Article discusses stock performance but lacks a clear financial catalyst.,3.521,False,
TXN,3 Low-Volatility Dividend Stocks for Growing Passive Income,2022-10-30,-0.01332,Bearish,neutral,Neutral,Article discusses low-volatility stocks and their dividends but does not provide direct financial impact on Texas Instruments (TXN) specifically.,3.397,False,
CMCSA,Disney World's Top Rival Finally Gets Realistic,2020-04-10,-0.00081,Neutral,bearish,Bearish,Extended closure of theme parks significantly impacts revenue and recovery momentum.,3.089,False,
INTC,"After Hours Most Active for Oct 18, 2021 : BABA, PROG, AAPL, WMB, VZ, PLTR, BAC, WFC, INTC, QQQ, KDMN, CMCSA",2021-10-18,0.01652,Bullish,neutral,Neutral,"The article lists after-hours trading activity for various stocks, including INTC; however, it does not provide a clear financial impact or direction on Intel's stock.",3.802,False,
MAR,Marriott's bet on home sharing market seen as risky,2019-05-07,0.00237,Neutral,bearish,Bearish,Marriott betting in a competitive and uncertain new venture signals potential financial risk.,3.53,False,
VRTX,"If You Invested $5,000 in Vertex Pharmaceuticals In 2016, This Is How Much You Would Have Today",2021-10-19,0.00906,Neutral,bullish,Bullish,Vertex Pharmaceuticals has shown significant growth in revenue from its approved drugs for CF.,3.156,False,
PEP,7 Super Stable Dividend Stocks to Buy Now,2020-02-19,0.0022,Neutral,neutral,Neutral,The article discusses dividend stocks and provides an example with Walmart but does not contain direct financial impact on the ticker PEP.,3.842,True,
DXCM,2 Sizzling Hot Stocks to Buy Right Now,2021-09-15,0.02079,Bullish,bullish,Bullish,Strong growth and FDA-approved product indicate strong financial performance.,3.082,True,
TXN,First Week of TXN February 15th Options Trading,2019-01-03,0.06323,Bullish,neutral,Neutral,Article discusses options trading without direct financial impact.,3.355,False,
AMGN,"AZN And Amgen's Tezepelumab Reduces Exacerbations In Patients With Severe, Uncontrolled Asthma",2021-02-26,0.00342,Neutral,bullish,Bullish,Pivotal trial results showing significant reduction in asthma exacerbations indicate strong potential for market impact.,3.506,False,
CSCO,"Barron's Picks And Pans: Nordstrom, Pinterest, Take-Two Interactive And More",2019-05-18,-0.00571,Neutral,neutral,Neutral,Article discusses various companies without a clear financial signal for any specific ticker.,3.448,True,
FTNT,Stock Market Struggles With Weak Bank Earnings Results; Netflix Drops Again,2019-04-15,-0.02993,Bearish,bearish,Bearish,Weak bank earnings and declining stock price indicate negative financial impact.,3.223,True,
BIIB,Coronavirus Concerns Have Big Pharma Working From Home,2020-03-09,-0.00989,Neutral,bearish,Bearish,COVID-19 concerns and work-from-home policies negatively impact scientific research advancement.,3.49,False,
PDD,Read This Before Buying Chinese Stocks,2021-07-07,0.00707,Neutral,neutral,Neutral,The article discusses general news affecting Chinese companies without a clear financial impact on PDD.,3.259,True,
AMD,"AMD's ""Chinese Clone"" Plans Implode as U.S. Regulators Close In",2019-06-24,0.02256,Bullish,bearish,Bearish,The trade dispute has caused significant disruption in the partnership between AMD and Chinese companies.,3.393,False,
CTSH,FOCUS-Tech firms sweeten deals for U.S. banks cutting costs in crisis,2020-05-18,-0.0068,Neutral,neutral,Neutral,Article discusses cost-cutting measures and sweeteners offered by tech firms; lacks direct financial impact on CTSH.,3.243,True,
COST,Guru Fundamental Report for COST - Warren Buffett,2023-06-18,0.00866,Neutral,bullish,Bullish,Guru fundamental report highly rates COSTCO based on strong fundamentals and alignment with Warren Buffett's investment strategy.,3.268,False,
COST,"Notable Thursday Option Activity: AMGN, AMD, COST",2019-10-31,-0.00098,Neutral,neutral,Neutral,Article discusses option trading activity among S&P components without direct financial impact on Costco.,3.58,True,
CRWD,"Veteran Tech Analyst Dan Ives Says AI Tech Stocks Set to ""Rip Higher."" 7 Best-Quality Growth Stocks to Buy Now.",2023-10-15,0.00064,Neutral,bullish,Bullish,Dan Ives' analysis suggests strong future growth for Apple due to the release and high-demand iPhone models.,3.331,False,
AMD,2 Semiconductor Growth Stocks to Buy Now and Hold,2022-04-18,0.00138,Neutral,neutral,Neutral,Article discusses potential investment opportunities but lacks direct financial impact or clear directional signal.,3.28,True,
QCOM,"Intel Decided To Exit 5G Smartphone Modem Business Because Apple, Qualcomm Settlement",2019-04-25,0.02563,Bullish,bearish,Bearish,Intel exiting a significant business segment due to settlement with major competitors signals potential revenue loss and strategic shift.,3.618,False,
BKNG,"Noteworthy Friday Option Activity: BKNG, TREE, SHAK",2022-12-30,0.04722,Bullish,neutral,Neutral,Article discusses option trading activity among components but no direct financial impact on BKNG.,3.582,False,
CSX,"After Hours Most Active for Oct 9, 2023 : STRO, MSFT, T, C, CSX, AAPL, KVUE, NU, KURA, QQQ, SCHW, KO",2023-10-09,0.01705,Bullish,neutral,Neutral,Article discusses after hours trading activity without a clear financial impact on CSX.,3.495,False,
INTC,"What Nvidia, Intel, and AMD Stock Investors Should Know About Recent Updates",2023-08-05,-0.02697,Bearish,neutral,Neutral,Article is primarily about updates impacting semiconductor companies without direct financial implications.,3.274,False,
ADSK,"NOW, ADSK, and TEAM: 3 SaaS Stocks with Solid Upside Potential",2022-09-15,-0.02191,Bearish,neutral,Neutral,Article discusses potential upside for SaaS stocks but also highlights uncertainty and volatility without a clear financial impact.,3.341,False,
NFLX,What's Next For ViacomCBS?,2019-12-05,-0.00119,Neutral,neutral,Neutral,Article discusses future plans for a media company without clear immediate impact on Netflix's stock price or financial performance.,3.286,True,
BKNG,Expedia Stock To Rebound After A 30% Fall?,2022-06-12,-0.00307,Neutral,bullish,Bullish,Despite a significant YTD fall and ongoing challenges like geopolitical tensions affecting revenue growth.,3.523,False,
FTNT,"Stifel Nicolaus Maintains Hold on Fortinet, Raises Price Target to $95",2019-04-16,-0.03158,Bearish,bullish,Bullish,Price target increase signals analyst confidence in the company's future performance.,3.599,False,
